Tanggal;Nama_Toko;Nama_Barang;Qty;Harga_Satuan;Total_Harga
14/06/2025;TATA SHOP;AIM Crispy Lemon 150g;32;9500;304000
14/06/2025;AL-FATH 2;AIM Anekabis Gabin Oat SP12 220g/10 Pcks @22g;31;25000;775000
14/06/2025;AL-FATH 2;Kangguru Rose Cream 100 gr;35;4400;154000
14/06/2025;AL-FATH 2;AIM Cream Crackers 1000g / Kaleng AIM Cream Cracker 1Kg;16;90200;1443200
14/06/2025;AL-FATH 2;AIM Aneka Square Puff 300g;54;12500;675000
14/06/2025;ANUGRAH SNACK;Bogabis Gabin Army Kelapa 125g;39;6800;265200
14/06/2025;ANUGRAH SNACK;AIM Gabin Cokelat 120g / Biskuit AIM Gabin Coklat 120g;57;6400;364800
14/06/2025;ANUGRAH SNACK;Masterbis Gabin Master 120g;38;6400;243200
14/06/2025;LINDA OKTAVIANY SOETOSO,ST;Kangguru Bunga Gem - 5 Pack;16;26000;416000
14/06/2025;LINDA OKTAVIANY SOETOSO,ST;Kangguru Assorted Biscuits 1000g;15;100200;1503000
14/06/2025;LINDA OKTAVIANY SOETOSO,ST;Kangguru Rose Cream 100 gr;58;4400;255200
14/06/2025;TOKO SUMANTRI;AIM Mini Assorted Biscuits 150g;23;8400;193200
14/06/2025;TOKO SUMANTRI;Bogabis Malkist Renyah 100 gr / Cracker Malkist 100g;50;5500;275000
14/06/2025;TOKO SUMANTRI;AIM WAFER LOVER STRAWBERY 80gr;24;5000;120000
14/06/2025;TOKO SUMANTRI;Kangguru Kacang Crackers 150 gr / Biskuit Krim Kacang 150g;37;9000;333000
14/06/2025;TOKO SUMANTRI;Bogabis Durian Cream 180gr / Biskuit Rasa Durian 180 g;58;8800;510400
14/06/2025;TOKO SUMANTRI;Bogabis Crispy Lemon 200gr;31;20000;620000
14/06/2025;SAHABAT ARTHA NUSA;Bogabis Crispy Lemon 200gr;31;20000;620000
14/06/2025;SAHABAT ARTHA NUSA;Kangguru Durian 100 gr / Biskuit Kangguru Rasa Durian 100g;28;4200;117600
14/06/2025;SAHABAT ARTHA NUSA;Kangguru Kacang Crackers 150 gr / Biskuit Krim Kacang 150g;30;9000;270000
14/06/2025;SAHABAT ARTHA NUSA;Masterbis Gabin Master 120g;29;6400;185600
14/06/2025;SAHABAT ARTHA NUSA;Kangguru Rose Cream 100 gr;30;4400;132000
14/06/2025;SAHABAT ARTHA NUSA;AIM Malkist Crackers 125g;40;6900;276000
14/06/2025;BCA KCU BUKIT DARMO BOULEVARD;AIM Cocoa Puff 200g / Biskuit Cocoa Puff 200 gr;30;9800;294000
14/06/2025;BCA KCU BUKIT DARMO BOULEVARD;Kangguru Durian 100 gr / Biskuit Kangguru Rasa Durian 100g;52;4200;218400
14/06/2025;BCA KCU BUKIT DARMO BOULEVARD;Kangguru Kacang Crackers 150 gr / Biskuit Krim Kacang 150g;37;9000;333000
14/06/2025;KOPERASI UNTAG;Anekabis Gabin Oat 350gr / Gabin dengan Oat 350g;25;33400;835000
14/06/2025;KOPERASI UNTAG;Masterbis Gabin Master 120g;33;6400;211200
14/06/2025;KOPERASI UNTAG;Bogabis Durian Cream 180gr / Biskuit Rasa Durian 180 g;57;8800;501600
14/06/2025;Pelanggan Umum Kantor;Kangguru Kacang Crackers 150 gr / Biskuit Krim Kacang 150g;38;9000;342000
14/06/2025;Pelanggan Umum Kantor;AIM Biskuit Kelapa Muda 250g;59;12200;719800
14/06/2025;Pelanggan Umum Kantor;Kangguru Durian Biscuits - 10 Pack;17;16000;272000
14/06/2025;KOPERASI BEA CUKAI;Anekabis Gabin Oat 350gr / Gabin dengan Oat 350g;18;33400;601200
14/06/2025;KOPERASI BEA CUKAI;Anekabis Gabin Cokelat 350g;15;33400;501000
14/06/2025;TOKO ZIGMA;AIM Rasa Durian 350g / Biskuit Rasa Durian 350 gr;29;39400;1142600
14/06/2025;TOKO ZIGMA;Kangguru Durian Biscuits - 10 Pack;17;16000;272000
14/06/2025;TOKO ZIGMA;TOASTY CHEESE 80 GR / AIM Biskuit Rasa Keju 80g;28;5300;148400
14/06/2025;TOKO ZIGMA;B&B Biskuit Kacang 120 gr / Biskuit Krim Kacang 120g;30;7300;219000
14/06/2025;TOKO ZIGMA;Kangguru Rose Chocolate 100 gr;27;4400;118800
14/06/2025;TOKO ZIGMA;Anekabis Gabin Cokelat 350g;19;33400;634600
14/06/2025;TOKO YY;AIM Crispy Lemon 150g;53;9500;503500
14/06/2025;TOKO YY;Anekabis Gabin Cokelat 350g;23;33400;768200
14/06/2025;TOKO YY;Kangguru Bon Bon 200g / Biskuit Rasa Cokelat 200gr;55;9500;522500
14/06/2025;TOKO YY;Bogabis Peanut Cream 180 gr / Biskuit Bogabis dengan Krim Kacang 180g;35;8800;308000
14/06/2025;TOKO YY;Bogabis Assorted Tin 350gr;14;52100;729400
14/06/2025;SUMBER REJEKI AMURANG;Kangguru Rose Chocolate 100 gr;43;4400;189200
14/06/2025;SUMBER REJEKI AMURANG;Bundling Beli 2 Gratis 1 Bogabis Square Puff;27;19000;513000
14/06/2025;ILHAM MART;AIM Toasty Cheese 180g / Snack AIM Rasa Keju 180g;53;13000;689000
14/06/2025;ILHAM MART;AIM Marie Susu 100g / Biskuit Rasa Susu Marie 100 gr;26;5300;137800
14/06/2025;ILHAM MART;Anekabis Gabin Cokelat 350g;13;33400;434200
14/06/2025;ILHAM MART;AIM Crispy Crackers 150g / Biskuit Cirspy Cracker 150 gr;60;9500;570000
14/06/2025;ILHAM MART;Bundling Beli 2 Gratis 1 Bogabis Square Puff;11;19000;209000
14/06/2025;BLITZ;Kangguru Rose Cream 100 gr;56;4400;246400
14/06/2025;BLITZ;AIM Biskuit Kelapa Muda 250g;36;12200;439200
14/06/2025;IBU DENOK;Kangguru Bon Bon 200g / Biskuit Rasa Cokelat 200gr;54;9500;513000
14/06/2025;IBU DENOK;AIM Aneka Square Puff 300g;47;12500;587500
14/06/2025;IBU DENOK;AIM Marie Susu 100g / Biskuit Rasa Susu Marie 100 gr;32;5300;169600
14/06/2025;IBU DENOK;Bogabis Durian Cream 180gr / Biskuit Rasa Durian 180 g;32;8800;281600
16/06/2025;TOKO TARA 2;AIM Milk Cookies 250g / Biskuit AIM Rasa Susu 250g;53;12200;646600
16/06/2025;TOKO TARA 2;Kangguru Bon Bon 200g / Biskuit Rasa Cokelat 200gr;39;9500;370500
16/06/2025;TOKO TARA 2;Bogabis Crispy Lemon 200gr;14;20000;280000
16/06/2025;TOKO TARA 2;AIM Aneka Square Puff 300g;66;12500;825000
16/06/2025;TOKO TARA 2;AIM Malkist Crackers 125g;27;6900;186300
16/06/2025;RM MAMPIRO WARUNG;Bogabis Rose Cream 180 gr / Biskuit Bogabis Rose dengan Krim 180g;41;8800;360800
16/06/2025;RM MAMPIRO WARUNG;Kangguru Durian Biscuits - 10 Pack;13;16000;208000
16/06/2025;BOGA JAYA JUANDA;Kangguru Kacang Crackers 150 gr / Biskuit Krim Kacang 150g;63;9000;567000
16/06/2025;BOGA JAYA JUANDA;Bogabis Square Puff 275 gr;65;11600;754000
16/06/2025;BOGA JAYA JUANDA;AIM WAFER LOVER STRAWBERY 80gr;65;5000;325000
16/06/2025;BOGA JAYA JUANDA;AIM Milk Cookies 250g / Biskuit AIM Rasa Susu 250g;65;12200;793000
16/06/2025;BOGA JAYA JUANDA;Kangguru Rose Chocolate 100 gr;67;4400;294800
16/06/2025;AL FATIH;Bogabis Peanut Cream 180 gr / Biskuit Bogabis dengan Krim Kacang 180g;37;8800;325600
16/06/2025;AL FATIH;AIM Biskuit Kelapa Muda 250g;50;12200;610000
16/06/2025;AL FATIH;Anekabis Gabin Super 350g;30;33400;1002000
16/06/2025;AHMAD KANZI SYAROFAN;Kangguru Durian Biscuit 30g;34;1600;54400
16/06/2025;AHMAD KANZI SYAROFAN;AIM Milk Cookies 250g / Biskuit AIM Rasa Susu 250g;30;12200;366000
16/06/2025;AHMAD KANZI SYAROFAN;AIM Good Morning Wafer 300g;17;39400;669800
16/06/2025;AHMAD KANZI SYAROFAN;Kangguru Kacang Crackers 150 gr / Biskuit Krim Kacang 150g;30;9000;270000
16/06/2025;AHMAD KANZI SYAROFAN;Kangguru Rose Chocolate 100 gr;70;4400;308000
16/06/2025;TOKO TANIA;Anekabis Gabin Super 350g;17;33400;567800
16/06/2025;TOKO TANIA;Bogabis Assorted Tin 350gr;11;52100;573100
16/06/2025;SAHABAT BARU;AIM Aneka Cream Crackers 300g;40;12500;500000
16/06/2025;SAHABAT BARU;AIM WAFER LOVER STRAWBERY 80gr;45;5000;225000
16/06/2025;SAHABAT BARU;AIM Cocoa Puff 200g / Biskuit Cocoa Puff 200 gr;36;9800;352800
16/06/2025;PT. SUMBER PANGAN MAKMUR BERSAMA;Kangguru Durian 100 gr / Biskuit Kangguru Rasa Durian 100g;48;4200;201600
16/06/2025;PT. SUMBER PANGAN MAKMUR BERSAMA;Bogabis Gabin Army Kelapa 125g;39;6800;265200
16/06/2025;PT. SUMBER PANGAN MAKMUR BERSAMA;Bundling Beli 2 Gratis 1 Bogabis Square Puff;20;19000;380000
16/06/2025;KOP. UINSA MART;Kangguru Bon Bon 200g / Biskuit Rasa Cokelat 200gr;57;9500;541500
16/06/2025;KOP. UINSA MART;AIM Rasa Durian 350g / Biskuit Rasa Durian 350 gr;23;39400;906200
16/06/2025;KOP. UINSA MART;Kangguru Bunga Gem 90g / Biskuit Bunga Gem 90g;37;5200;192400
16/06/2025;KOP. UINSA MART;Bogabis Malkist Renyah 100 gr / Cracker Malkist 100g;62;5500;341000
16/06/2025;KOP. UINSA MART;AIM Aneka Square Puff 300g;28;12500;350000
16/06/2025;KOP. UINSA MART;Anekabis Gabin Oat 350gr / Gabin dengan Oat 350g;20;33400;668000
16/06/2025;Pelanggan Umum YATI;AIM Rasa Coconut 350g / Biskuit Rasa Kelapa 350 g;16;39400;630400
16/06/2025;Pelanggan Umum YATI;Kangguru Rose Cream 100 gr;48;4400;211200
16/06/2025;Pelanggan Umum YATI;Bogabis Chocolate Cream 180 gr / Biskuit Rasa Coklat 180g;40;8800;352000
16/06/2025;Pelanggan Umum YATI;AIM Crispy Crackers 150g / Biskuit Cirspy Cracker 150 gr;33;9500;313500
16/06/2025;PUJI LESTARI;Kangguru Rose Cream 100 gr;48;4400;211200
16/06/2025;PUJI LESTARI;AIM Crispy Crackers 150g / Biskuit Cirspy Cracker 150 gr;65;9500;617500
16/06/2025;PUJI LESTARI;Bogabis Peanut Cream 180 gr / Biskuit Bogabis dengan Krim Kacang 180g;47;8800;413600
16/06/2025;PUJI LESTARI;AIM Milk Cookies 250g / Biskuit AIM Rasa Susu 250g;33;12200;402600
16/06/2025;PUJI LESTARI;Bogabis Malkist Renyah 100 gr / Cracker Malkist 100g;28;5500;154000
16/06/2025;PUJI LESTARI;AIM Roasted Chicken 180g / Snack Crackers 180 gr;42;13000;546000
16/06/2025;RENO USMAN;AIM Roasted Chicken 180g / Snack Crackers 180 gr;70;13000;910000
16/06/2025;RENO USMAN;Anekabis Gabin Cokelat 350g;16;33400;534400
16/06/2025;PT. MITRA BELANJA ANDA;Kangguru Rose Chocolate 100 gr;68;4400;299200
16/06/2025;PT. MITRA BELANJA ANDA;Bogabis Durian Cream 180gr / Biskuit Rasa Durian 180 g;29;8800;255200
16/06/2025;PT. MITRA BELANJA ANDA;TOASTY CHEESE 80 GR / AIM Biskuit Rasa Keju 80g;32;5300;169600
16/06/2025;PT. MIASINDO MULTI PANGAN SEJAHTERA;AIM Rasa Coconut 350g / Biskuit Rasa Kelapa 350 g;37;39400;1457800
16/06/2025;PT. MIASINDO MULTI PANGAN SEJAHTERA;Kangguru Bunga Gem 90g / Biskuit Bunga Gem 90g;57;5200;296400
16/06/2025;PT. MIASINDO MULTI PANGAN SEJAHTERA;AIM Vegetable Crackers 180 Gr;47;13700;643900
16/06/2025;PT. MIASINDO MULTI PANGAN SEJAHTERA;Kangguru Durian Biscuits - 10 Pack;26;16000;416000
16/06/2025;PT. MIASINDO MULTI PANGAN SEJAHTERA;AIM Mini Assorted Biscuits 150g;67;8400;562800
16/06/2025;PT. MIASINDO MULTI PANGAN SEJAHTERA;Bogabis Peanut Cream 180 gr / Biskuit Bogabis dengan Krim Kacang 180g;57;8800;501600
16/06/2025;Pelanggan Umum Yuni;Kangguru Rose Chocolate 100 gr;61;4400;268400
16/06/2025;Pelanggan Umum Yuni;AIM Aneka Square Puff 300g;36;12500;450000
16/06/2025;PT. HADI RETAIL INDONESIA;Kangguru Bon Bon 200g / Biskuit Rasa Cokelat 200gr;47;9500;446500
16/06/2025;PT. HADI RETAIL INDONESIA;AIM Crispy Lemon 150g;63;9500;598500
16/06/2025;PT. HADI RETAIL INDONESIA;AIM Malkist Crackers 125g;36;6900;248400
16/06/2025;PT. HADI RETAIL INDONESIA;AIM Anekabis Gabin Oat SP12 220g/10 Pcks @22g;19;25000;475000
16/06/2025;PT. HADI RETAIL INDONESIA;B&B Biskuit Kacang 120 gr / Biskuit Krim Kacang 120g;39;7300;284700
16/06/2025;PT. HADI RETAIL INDONESIA;Bogabis Peanut Cream 180 gr / Biskuit Bogabis dengan Krim Kacang 180g;57;8800;501600
16/06/2025;CV. LANCAR REJO;AIM Cream Crackers 1000g / Kaleng AIM Cream Cracker 1Kg;9;90200;811800
16/06/2025;CV. LANCAR REJO;Bogabis Square Puff 275 gr;62;11600;719200
16/06/2025;CV. LANCAR REJO;Anekabis Gabin Super 350g;29;33400;968600
16/06/2025;CV. LANCAR REJO;AIM Marie Susu 100g / Biskuit Rasa Susu Marie 100 gr;30;5300;159000
16/06/2025;CV. LANCAR REJO;Bogabis Rose Cream 180 gr / Biskuit Bogabis Rose dengan Krim 180g;27;8800;237600
16/06/2025;MINI SNACK;Kangguru Durian 100 gr / Biskuit Kangguru Rasa Durian 100g;37;4200;155400
16/06/2025;MINI SNACK;AIM Roasted Corn 180g / Biskuit AIM Corn 180g;56;13000;728000
16/06/2025;MINI SNACK;AIM Marie Susu 100g / Biskuit Rasa Susu Marie 100 gr;58;5300;307400
16/06/2025;MINI SNACK;Bogabis Rose Cream 180 gr / Biskuit Bogabis Rose dengan Krim 180g;39;8800;343200
16/06/2025;MINI SNACK;AIM Crispy Lemon 150g;42;9500;399000
16/06/2025;ANANDA DJAI;B&B Biskuit Kacang 120 gr / Biskuit Krim Kacang 120g;41;7300;299300
16/06/2025;ANANDA DJAI;Anekabis Gabin Oat 350gr / Gabin dengan Oat 350g;35;33400;1169000
16/06/2025;ANANDA DJAI;AIM Crispy Lemon 150g;59;9500;560500
16/06/2025;ANANDA DJAI;AIM Vegetable Crackers 180 Gr;35;13700;479500
16/06/2025;ANANDA DJAI;Bundling Beli 2 Gratis 1 Bogabis Square Puff;19;19000;361000
16/06/2025;GAN ENGAN CIPPO;Bogabis Crispy Lemon 200gr;21;20000;420000
16/06/2025;GAN ENGAN CIPPO;AIM Milk Cookies 250g / Biskuit AIM Rasa Susu 250g;45;12200;549000
16/06/2025;GAN ENGAN CIPPO;AIM Mini Assorted Biscuits 150g;49;8400;411600
16/06/2025;GAN ENGAN CIPPO;Bogabis Assorted Tin 350gr;14;52100;729400
16/06/2025;GAN ENGAN CIPPO;Bogabis Malkist Renyah 100 gr / Cracker Malkist 100g;52;5500;286000
16/06/2025;GAN ENGAN CIPPO;Anekabis Gabin Cokelat 350g;21;33400;701400
16/06/2025;AIS, TOKO;Masterbis Gabin Master 120g;30;6400;192000
16/06/2025;AIS, TOKO;Kangguru Durian Biscuits - 10 Pack;19;16000;304000
16/06/2025;AIS, TOKO;B&B Biskuit Kacang 120 gr / Biskuit Krim Kacang 120g;63;7300;459900
16/06/2025;AIS, TOKO;Kangguru Assorted Biscuits 1000g;6;100200;601200
16/06/2025;AIS, TOKO;AIM Vegetable Crackers 180 Gr;57;13700;780900
16/06/2025;ROSE, TOKO;Anekabis Gabin Super 350g;27;33400;901800
16/06/2025;ROSE, TOKO;Bundling Beli 2 Gratis 1 Bogabis Square Puff;28;19000;532000
16/06/2025;ROSE, TOKO;Kangguru Durian Biscuit 30g;31;1600;49600
16/06/2025;ROSE, TOKO;Kangguru Assorted Biscuits 1000g;15;100200;1503000
16/06/2025;LIMA - LIMA;AIM Crispy Lemon 150g;43;9500;408500
16/06/2025;LIMA - LIMA;AIM Vegetable Crackers 180 Gr;34;13700;465800
16/06/2025;LIMA - LIMA;Bogabis Crispy Lemon 200gr;33;20000;660000
17/06/2025;MIRAZA;Bogabis Durian Cream 180gr / Biskuit Rasa Durian 180 g;42;8800;369600
17/06/2025;MIRAZA;AIM Aneka Cream Crackers 300g;47;12500;587500
17/06/2025;MIRAZA;AIM Vegetable Crackers 180 Gr;28;13700;383600
17/06/2025;MIRAZA;AIM Good Morning Wafer 300g;18;39400;709200
17/06/2025;MIRAZA;Kangguru Bunga Gem 90g / Biskuit Bunga Gem 90g;55;5200;286000
17/06/2025;TOKO ANYAR;AIM Anekabis Gabin Oat SP12 220g/10 Pcks @22g;18;25000;450000
17/06/2025;TOKO ANYAR;Kangguru Bunga Gem 90g / Biskuit Bunga Gem 90g;37;5200;192400
17/06/2025;TOKO ANYAR;AIM Aneka Square Puff 300g;23;12500;287500
17/06/2025;TOKO ANYAR;AIM Malkist Crackers 125g;41;6900;282900
17/06/2025;TOKO ANYAR;Kangguru Durian 100 gr / Biskuit Kangguru Rasa Durian 100g;57;4200;239400
17/06/2025;TOKO QONAAH;Bogabis Crispy Lemon 200gr;24;20000;480000
17/06/2025;TOKO QONAAH;Bogabis Gabin Army Butter 125g;42;6800;285600
17/06/2025;TOKO QONAAH;AIM Roasted Corn 180g / Biskuit AIM Corn 180g;54;13000;702000
17/06/2025;TOKO QONAAH;Kangguru Kacang Crackers 150 gr / Biskuit Krim Kacang 150g;33;9000;297000
17/06/2025;TOKO QONAAH;AIM Aneka Square Puff 300g;26;12500;325000
17/06/2025;TOKO QONAAH;Kangguru Rose Cream 100 gr;23;4400;101200
17/06/2025;KIOS CMWI;AIM Mini Assorted Biscuits 150g;30;8400;252000
17/06/2025;KIOS CMWI;AIM Crispy Crackers 150g / Biskuit Cirspy Cracker 150 gr;35;9500;332500
17/06/2025;KIOS CMWI;Anekabis Gabin Cokelat 350g;12;33400;400800
17/06/2025;KIOS CMWI;AIM Cocoa Puff 200g / Biskuit Cocoa Puff 200 gr;42;9800;411600
17/06/2025;KIOS CMWI;AIM Aneka Cream Crackers 300g;26;12500;325000
17/06/2025;PT. REMAJA LONTARJAYA SEJAHTERA;AIM Gabin Cokelat 120g / Biskuit AIM Gabin Coklat 120g;43;6400;275200
17/06/2025;PT. REMAJA LONTARJAYA SEJAHTERA;AIM Biskuit Kelapa Muda 250g;40;12200;488000
17/06/2025;PT. REMAJA LONTARJAYA SEJAHTERA;Kangguru Kacang Crackers 150 gr / Biskuit Krim Kacang 150g;29;9000;261000
17/06/2025;PT. REMAJA LONTARJAYA SEJAHTERA;Bogabis Assorted Tin 350gr;15;52100;781500
17/06/2025;TOKO GEMILANG;AIM Rasa Durian 350g / Biskuit Rasa Durian 350 gr;30;39400;1182000
17/06/2025;TOKO GEMILANG;Anekabis Gabin Oat 350gr / Gabin dengan Oat 350g;19;33400;634600
17/06/2025;TOKO GEMILANG;Kangguru Bon Bon 200g / Biskuit Rasa Cokelat 200gr;33;9500;313500
17/06/2025;TOKO GEMILANG;Kangguru Rose Cream 100 gr;34;4400;149600
17/06/2025;TOKO PASTI JAYA;AIM Malkist Crackers 125g;47;6900;324300
17/06/2025;TOKO PASTI JAYA;Anekabis Gabin Cokelat 350g;16;33400;534400
17/06/2025;TOKO PASTI JAYA;AIM Crispy Crackers 150g / Biskuit Cirspy Cracker 150 gr;23;9500;218500
17/06/2025;TOKO PASTI JAYA;Bundling Beli 2 Gratis 1 Bogabis Square Puff;29;19000;551000
17/06/2025;PT. CAHAYA RETAIL PAPUA;Kangguru Durian Biscuit 30g;47;1600;75200
17/06/2025;PT. CAHAYA RETAIL PAPUA;Kangguru Assorted Biscuits 1000g;12;100200;1202400
17/06/2025;PT. CAHAYA RETAIL PAPUA;AIM Anekabis Gabin Oat SP12 220g/10 Pcks @22g;30;25000;750000
17/06/2025;TARUNA JAYA;AIM Biskuit Kelapa Muda 250g;29;12200;353800
17/06/2025;TARUNA JAYA;AIM Crispy Crackers 150g / Biskuit Cirspy Cracker 150 gr;47;9500;446500
17/06/2025;PT. BADAN HOKKY JAYAMAS ABADI;Kangguru Durian 100 gr / Biskuit Kangguru Rasa Durian 100g;38;4200;159600
17/06/2025;PT. BADAN HOKKY JAYAMAS ABADI;AIM Aneka Cream Crackers 300g;39;12500;487500
17/06/2025;PT. BADAN HOKKY JAYAMAS ABADI;Kangguru Kacang Crackers 150 gr / Biskuit Krim Kacang 150g;35;9000;315000
17/06/2025;MOHAMMAD HARIYANTO;Bogabis Rose Cream 180 gr / Biskuit Bogabis Rose dengan Krim 180g;31;8800;272800
17/06/2025;MOHAMMAD HARIYANTO;Kangguru Rose Cream 100 gr;46;4400;202400
17/06/2025;Bu Tyas;AIM Biskuit Kelapa Muda 250g;62;12200;756400
17/06/2025;Bu Tyas;Bogabis Rose Cream 180 gr / Biskuit Bogabis Rose dengan Krim 180g;45;8800;396000
17/06/2025;Bu Tyas;Bogabis Bon-Bon 180g / Biskuit Bon-Bon 180 gr;49;8800;431200
17/06/2025;Bu Tyas;Kangguru Assorted Biscuits 1000g;10;100200;1002000
17/06/2025;Bu Tyas;B&B Gabin Traditional 210 gr / Biskuit Gabin 210g;46;10100;464600
17/06/2025;Bu Tyas;Bogabis Durian Cream 180gr / Biskuit Rasa Durian 180 g;33;8800;290400
17/06/2025;OCIN FROZEN;AIM Roasted Corn 180g / Biskuit AIM Corn 180g;45;13000;585000
17/06/2025;OCIN FROZEN;AIM Malkist Crackers 125g;39;6900;269100
17/06/2025;OCIN FROZEN;Bogabis Assorted Tin 350gr;16;52100;833600
17/06/2025;DAMAI, TOKO;AIM Crispy Lemon 150g;43;9500;408500
17/06/2025;DAMAI, TOKO;Kangguru Assorted Biscuits 1000g;8;100200;801600
17/06/2025;DAMAI, TOKO;AIM Marie Susu 100g / Biskuit Rasa Susu Marie 100 gr;42;5300;222600
17/06/2025;DAMAI, TOKO;AIM Cocoa Puff 200g / Biskuit Cocoa Puff 200 gr;56;9800;548800
17/06/2025;DAMAI, TOKO;AIM Gabin Cokelat 120g / Biskuit AIM Gabin Coklat 120g;44;6400;281600
17/06/2025;WIN SNACK;Kangguru Assorted Biscuits 1000g;14;100200;1402800
17/06/2025;WIN SNACK;Bogabis Chocolate Cream 180 gr / Biskuit Rasa Coklat 180g;53;8800;466400
17/06/2025;WIN SNACK;Bogabis Malkist Renyah 100 gr / Cracker Malkist 100g;28;5500;154000
17/06/2025;WIN SNACK;B&B Biskuit Kacang 120 gr / Biskuit Krim Kacang 120g;53;7300;386900
17/06/2025;WIN SNACK;AIM Rasa Durian 350g / Biskuit Rasa Durian 350 gr;13;39400;512200
17/06/2025;TOKO NIRWANA SARI;AIM Mini Assorted Biscuits 150g;38;8400;319200
17/06/2025;TOKO NIRWANA SARI;Kangguru Durian Biscuits - 10 Pack;28;16000;448000
17/06/2025;TOKO NIRWANA SARI;Anekabis Gabin Oat 350gr / Gabin dengan Oat 350g;26;33400;868400
17/06/2025;TOKO NIRWANA SARI;Bogabis Gabin Army Butter 125g;25;6800;170000
17/06/2025;TOKO NIRWANA SARI;AIM Roasted Corn 180g / Biskuit AIM Corn 180g;32;13000;416000
17/06/2025;SAUDARA, TOKO;AIM Anekabis Gabin Oat SP12 220g/10 Pcks @22g;16;25000;400000
17/06/2025;SAUDARA, TOKO;Kangguru Rose Cream 100 gr;41;4400;180400
17/06/2025;SAUDARA, TOKO;AIM Aneka Assorted 1000g / Kaleng Biskuit AIM Assorted 1Kg;6;100200;601200
17/06/2025;SAUDARA, TOKO;Kangguru Bunga Gem - 5 Pack;21;26000;546000
17/06/2025;KUNING;AIM Aneka Cream Crackers 300g;51;12500;637500
17/06/2025;KUNING;Kangguru Butter Coconut 100 gr;27;4200;113400
17/06/2025;KUNING;Kangguru Bon Bon 200g / Biskuit Rasa Cokelat 200gr;54;9500;513000
17/06/2025;TOKO BERKAH ABADI;Kangguru Assorted Biscuits 1000g;16;100200;1603200
17/06/2025;TOKO BERKAH ABADI;Bogabis Crispy Lemon 200gr;21;20000;420000
17/06/2025;TOKO BERKAH ABADI;AIM Cocoa Puff 200g / Biskuit Cocoa Puff 200 gr;36;9800;352800
17/06/2025;TOKO LELY;Bogabis Assorted Tin 350gr;11;52100;573100
17/06/2025;TOKO LELY;Bogabis Peanut Cream 180 gr / Biskuit Bogabis dengan Krim Kacang 180g;29;8800;255200
17/06/2025;TOKO LELY;Bogabis Bon-Bon 180g / Biskuit Bon-Bon 180 gr;55;8800;484000
17/06/2025;BU YENY;Kangguru Butter Coconut 100 gr;47;4200;197400
17/06/2025;BU YENY;B&B Biskuit Kacang 120 gr / Biskuit Krim Kacang 120g;31;7300;226300
18/06/2025;NISRINA MART;AIM Rasa Durian 350g / Biskuit Rasa Durian 350 gr;30;39400;1182000
18/06/2025;NISRINA MART;AIM Marie Susu 100g / Biskuit Rasa Susu Marie 100 gr;46;5300;243800
18/06/2025;NISRINA MART;TOASTY CHEESE 80 GR / AIM Biskuit Rasa Keju 80g;64;5300;339200
18/06/2025;NISRINA MART;Bogabis Chocolate Cream 180 gr / Biskuit Rasa Coklat 180g;47;8800;413600
18/06/2025;NISRINA MART;AIM Cocoa Puff 200g / Biskuit Cocoa Puff 200 gr;26;9800;254800
18/06/2025;BBX MART KOPERASI;AIM Rasa Coconut 350g / Biskuit Rasa Kelapa 350 g;21;39400;827400
18/06/2025;BBX MART KOPERASI;Bogabis Rose Cream 180 gr / Biskuit Bogabis Rose dengan Krim 180g;62;8800;545600
18/06/2025;BBX MART KOPERASI;AIM Gabin Cokelat 120g / Biskuit AIM Gabin Coklat 120g;60;6400;384000
18/06/2025;SEMANGAT, TOKO;AIM Biskuit Kelapa Muda 250g;30;12200;366000
18/06/2025;SEMANGAT, TOKO;Bogabis Bon-Bon 180g / Biskuit Bon-Bon 180 gr;63;8800;554400
18/06/2025;SEMANGAT, TOKO;Anekabis Gabin Super 350g;19;33400;634600
18/06/2025;SEMANGAT, TOKO;Kangguru Durian Biscuit 30g;42;1600;67200
18/06/2025;INTAN, TOKO;Kangguru Bunga Gem 90g / Biskuit Bunga Gem 90g;26;5200;135200
18/06/2025;INTAN, TOKO;Bogabis Gabin Army Kelapa 125g;30;6800;204000
18/06/2025;INTAN, TOKO;TOASTY CHEESE 80 GR / AIM Biskuit Rasa Keju 80g;62;5300;328600
18/06/2025;INTAN, TOKO;Kangguru Butter Coconut 100 gr;28;4200;117600
18/06/2025;INTAN, TOKO;AIM WAFER LOVER STRAWBERY 80gr;63;5000;315000
18/06/2025;KOP. MIWON;Kangguru Durian 100 gr / Biskuit Kangguru Rasa Durian 100g;48;4200;201600
18/06/2025;KOP. MIWON;Bogabis Malkist Renyah 100 gr / Cracker Malkist 100g;50;5500;275000
18/06/2025;KOP. MIWON;Kangguru Kacang Crackers 150 gr / Biskuit Krim Kacang 150g;44;9000;396000
18/06/2025;KOP. MIWON;AIM Crispy Lemon 150g;25;9500;237500
18/06/2025;JALADRI MART;Bogabis Bon-Bon 180g / Biskuit Bon-Bon 180 gr;37;8800;325600
18/06/2025;JALADRI MART;Kangguru Durian Biscuits - 10 Pack;25;16000;400000
18/06/2025;CV. SARIKAT JAYA SUKSES;AIM Aneka Square Puff 300g;66;12500;825000
18/06/2025;CV. SARIKAT JAYA SUKSES;AIM Crispy Crackers 150g / Biskuit Cirspy Cracker 150 gr;46;9500;437000
